iter	Passed	Remaining
455	857	1022
456	858	1019
457	859	1017
458	860	1014
459	862	1012
460	864	1010
461	865	1008
462	867	1005
463	868	1003
464	869	1000
465	870	997
466	872	995
467	873	992
468	874	990
469	875	987
470	877	985
471	879	983
472	880	981
473	881	978
474	882	975
475	884	973
476	885	970
477	886	968
478	887	965
479	888	963
480	890	960
481	892	958
482	893	956
483	895	954
484	896	951
485	897	949
486	898	946
487	899	944
488	901	941
489	902	939
490	903	936
491	905	934
492	907	932
493	908	930
494	909	928
495	910	925
496	912	923
497	913	920
498	914	918
499	915	915
500	917	913
501	918	910
502	920	909
503	921	907
504	923	904
505	924	902
506	925	900
507	926	897
508	928	895
509	929	892
510	930	890
511	931	888
512	933	885
513	934	884
514	936	882
515	938	880
516	939	877
517	940	875
518	942	873
519	944	871
520	945	869
521	946	866
522	947	864
523	949	862
524	951	860
525	952	858
526	953	855
527	955	853
528	956	851
529	957	849
530	959	847
531	960	844
532	961	842
533	963	840
534	964	838
535	966	836
536	967	834
537	968	832
538	970	830
539	973	828
540	974	827
541	979	827
542	981	826
543	984	825
544	987	824
545	989	822
546	991	820
547	994	820
548	996	818
549	1003	820
550	1005	819
551	1011	820
552	1013	819
553	1016	818
554	1018	816
555	1019	814
556	1021	812
557	1023	810
558	1025	808
559	1027	807
560	1029	805
561	1031	803
562	1032	801
563	1034	799
564	1035	797
565	1037	795
566	1039	794
567	1042	792
568	1043	790
569	1045	788
570	1047	786
571	1049	785
572	1051	783
573	1053	782
574	1056	780
575	1058	779
576	1060	777
577	1061	775
578	1063	773
579	1065	771
580	1066	769
581	1069	768
582	1071	766
583	1073	764
584	1074	762
585	1076	760
586	1077	758
587	1079	756
588	1080	754
589	1084	753
590	1086	752
591	1089	750
592	1090	748
593	1092	746
594	1093	744
595	1095	742
596	1098	741
597	1100	740
598	1102	738
599	1104	736
600	1105	734
601	1107	731
602	1108	729
603	1110	728
604	1113	726
605	1115	725
606	1117	723
607	1118	721
608	1120	719
609	1122	717
610	1123	715
611	1126	714
612	1130	713
613	1131	711
614	1133	709
615	1135	707
616	1137	705
617	1138	703
618	1140	702
619	1142	700
620	1144	698
621	1145	696
622	1147	694
623	1148	692
624	1150	690
625	1152	688
626	1153	686
627	1155	684
628	1158	683
629	1160	681
630	1161	679
631	1163	677
632	1164	675
633	1166	673
634	1167	671
635	1169	669
636	1171	667
637	1173	665
638	1174	663
639	1176	661
640	1177	659
641	1179	657
642	1180	655
643	1181	653
644	1182	651
645	1184	649
646	1187	648
647	1190	646
648	1192	644
649	1193	642
650	1195	640
651	1196	638
652	1197	636
653	1199	634
654	1201	632
655	1202	630
656	1204	628
657	1205	626
658	1207	624
659	1208	622
660	1209	620
661	1210	618
662	1212	616
663	1213	614
664	1215	612
665	1217	610
666	1218	608
667	1220	606
668	1221	604
669	1223	602
670	1224	600
671	1226	598
672	1228	597
673	1230	595
674	1232	593
675	1233	591
676	1235	589
677	1236	587
678	1237	585
679	1239	583
680	1240	580
681	1241	578
682	1243	577
683	1245	575
684	1246	573
685	1248	571
686	1250	569
687	1251	567
688	1252	565
689	1253	563
690	1254	561
691	1257	559
692	1259	557
693	1260	555
694	1262	553
695	1263	551
696	1264	549
697	1266	547
698	1267	545
699	1268	543
700	1269	541
701	1271	539
702	1273	537
703	1274	535
704	1276	534
705	1277	532
706	1279	530
707	1280	528
708	1281	525
709	1282	523
710	1283	521
711	1285	519
712	1287	518
713	1288	516
714	1290	514
715	1292	512
716	1293	510
717	1294	508
718	1295	506
719	1297	504
720	1298	502
721	1299	500
722	1301	498
723	1303	496
724	1305	495
725	1306	493
726	1308	491
727	1309	489
728	1311	487
729	1312	485
730	1314	483
731	1315	481
732	1317	479
733	1319	478
734	1321	476
735	1322	474
736	1323	472
737	1325	470
738	1327	468
739	1329	467
740	1331	465
741	1333	463
742	1334	461
743	1336	459
744	1337	457
745	1338	455
746	1340	453
747	1341	451
748	1343	450
749	1345	448
750	1346	446
751	1348	444
752	1349	442
753	1351	440
754	1352	438
755	1353	436
756	1354	434
757	1356	432
758	1357	431
759	1359	429
760	1360	427
761	1362	425
762	1364	423
763	1365	421
764	1367	419
765	1368	418
766	1369	416
767	1370	414
768	1373	412
769	1375	410
770	1376	408
771	1378	407
772	1379	405
773	1381	403
774	1382	401
775	1383	399
776	1384	397
777	1386	395
778	1388	393
779	1389	391
780	1391	390
781	1392	388
782	1394	386
783	1395	384
784	1396	382
785	1397	380
786	1399	378
787	1400	376
788	1402	374
789	1404	373
790	1405	371
791	1407	369
792	1408	367
793	1410	365
794	1412	364
795	1413	362
796	1415	360
797	1417	358
798	1419	357
799	1420	355
800	1422	353
801	1423	351
802	1424	349
803	1425	347
804	1427	345
805	1428	343
806	1430	342
807	1431	340
808	1433	338
809	1435	336
810	1436	334
811	1437	332
812	1439	331
813	1440	329
814	1441	327
815	1442	325
816	1444	323
817	1446	321
818	1447	320
819	1449	318
820	1450	316
821	1452	314
822	1453	312
823	1454	310
824	1455	308
825	1457	306
826	1458	305
827	1460	303
828	1462	301
829	1463	299
830	1465	298
831	1466	296
832	1467	294
833	1469	292
834	1470	290
835	1471	288
836	1473	286
837	1475	285
838	1476	283
839	1478	281
840	1480	279
841	1481	277
842	1482	276
843	1483	274
844	1485	272
845	1486	270
846	1488	268
847	1489	267
848	1491	265
849	1493	263
850	1494	261
851	1496	259
852	1497	258
853	1499	256
854	1500	254
855	1502	252
856	1504	251
857	1505	249
858	1507	247
859	1508	245
860	1510	243
861	1511	241
862	1512	240
863	1513	238
864	1515	236
865	1516	234
866	1518	232
867	1520	231
868	1521	229
869	1523	227
870	1524	225
871	1525	223
872	1526	222
873	1528	220
874	1529	218
875	1531	216
876	1532	214
877	1534	213
878	1536	211
879	1537	209
880	1539	207
881	1540	206
882	1541	204
883	1542	202
884	1544	200
885	1548	199
886	1550	197
887	1552	195
888	1554	194
889	1555	192
890	1556	190
891	1557	188
892	1559	186
893	1561	185
894	1562	183
895	1564	181
896	1566	179
897	1568	178
898	1569	176
899	1570	174
900	1571	172
901	1573	170
902	1574	169
903	1576	167
904	1578	165
905	1580	163
906	1581	162
907	1583	160
908	1584	158
909	1586	156
910	1587	155
911	1589	153
912	1591	151
913	1592	149
914	1594	148
915	1595	146
916	1597	144
917	1598	142
918	1599	140
919	1600	139
920	1601	137
921	1603	135
922	1605	133
923	1607	132
924	1608	130
925	1610	128
926	1611	126
927	1612	125
928	1614	123
929	1615	121
930	1616	119
931	1618	118
932	1620	116
933	1621	114
934	1623	112
935	1624	111
936	1625	109
937	1626	107
938	1628	105
939	1629	104
940	1630	102
941	1632	100
942	1634	98
943	1635	97
944	1637	95
945	1639	93
946	1640	91
947	1641	90
948	1643	88
949	1644	86
950	1645	84
951	1647	83
952	1648	81
953	1650	79
954	1652	77
955	1654	76
956	1655	74
957	1656	72
958	1658	70
959	1659	69
960	1661	67
961	1663	65
962	1665	63
963	1666	62
964	1668	60
965	1669	58
966	1670	57
967	1672	55
968	1673	53
969	1674	51
970	1676	50
971	1678	48
972	1679	46
973	1680	44
974	1682	43
975	1684	41
976	1685	39
977	1686	37
978	1688	36
979	1689	34
980	1691	32
981	1693	31
982	1694	29
983	1696	27
984	1697	25
985	1698	24
986	1699	22
987	1700	20
988	1702	18
989	1703	17
990	1705	15
991	1707	13
992	1708	12
993	1709	10
994	1710	8
995	1712	6
996	1713	5
997	1715	3
998	1716	1
999	1719	0
